State,Code,Type,Address,City,State,Zip,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
Tennessee,HBN1,"Last Mile Facility","10 Dell Pkwy",Nashville,TN,37217,36.095669,-86.605267,0.6,street_center,,"Del Crest Dr",,,Nashville,TN,"Davidson County",37217,US,"TIGER/Line® dataset from the US Census Bureau"
Tennessee,HCT1/CHA1,"Last Mile Facility","7200 Discovery Drive",Chattanooga,TN,37416,35.068587,-85.142778,1,rooftop,7200,"Discovery Dr",,,Chattanooga,TN,"Hamilton County",37416,US,"City of Chattanooga"
Tennessee,DTN2/HME1,"Last Mile Facility","109 W McLemore",Memphis,TN,38106,35.116163,-90.06617,1,range_interpolation,109,"W McLemore Ave",,,Memphis,TN,"Shelby County",38106,US,"TIGER/Line® dataset from the US Census Bureau"
Tennessee,DTN3,"Last Mile Facility","2211 Sycamore Dr",Knoxville,TN,37921,35.981371,-83.96638,1,range_interpolation,2211,"Sycamore Dr",,,Knoxville,TN,"Knox County",37921,US,"TIGER/Line® dataset from the US Census Bureau"
Tennessee,DTN4,"Last Mile Facility","3347 Pearson",Memphis,TN,38118,35.072476,-89.95188,1,rooftop,3347,"Pearson Rd",,,Memphis,TN,"Shelby County",38118,US,"City of Memphis"
Tennessee,DTN7,"Last Mile Facility","242 Mason Rd","La Vergne",TN,37086,36.005324,-86.584268,1,rooftop,242,"Mason Rd",,,"La Vergne",TN,"Rutherford County",37086,US,"City of Murfreesboro"
Tennessee,DTN8,"Last Mile Facility","1000 Richard Petty Way",Lebanon,TN,37090,36.118515,-86.263,0.33,place,,,,,Lebanon,TN,"Wilson County",37090,US,"TIGER/Line® dataset from the US Census Bureau"
Texas,DAU1,"Last Mile Facility","4616-6 West Howard Lane",Austin,TX,78728,30.445192,-97.709329,1,rooftop,4616,"W Howard Ln",,,Austin,TX,"Travis County",78728,US,Capcog
Texas,DAU2,"Last Mile Facility","7000 Metropolis Dr",Austin,TX,78744,30.206079,-97.704425,1,rooftop,7000,"Metropolis Dr",,,Austin,TX,"Travis County",78744,US,Capcog
Texas,DAU5,"Last Mile Facility","2956 Main St",Buda,TX,78610,30.087847,-97.801592,1,rooftop,2956,"Main St",,,Buda,TX,"Hays County",78610,US,Hays
Texas,DAU7,"Last Mile Facility","3150 Chisholm Trade Rd","Round Rock",TX,78681,30.546529,-97.69541,1,rooftop,3150,"Chisholm Trail Rd",,,"Round Rock",TX,"Williamson County",78681,US,"Round Rock"
Texas,HAU1,"Last Mile Facility","5811 Trade Center Dr Bldg 10",Austin,TX,78744,30.210445,-97.720129,1,rooftop,5811,"Trade Center Dr",Bldg,10,Austin,TX,"Travis County",78744,US,Capcog
Texas,DDA1,"Last Mile Facility","12401 N Stemmons Fwy","Farmers Branch",TX,75234,32.918045,-96.900815,1,rooftop,12401,"N Stemmons Fwy",,,Dallas,TX,"Dallas County",75234,US,Dallas
Texas,DDA2,"Last Mile Facility","3838 W Miller Rd",Garland,TX,75041,32.89393,-96.688643,1,rooftop,3838,"W Miller Rd",,,Garland,TX,"Dallas County",75041,US,"City of Garland"
Texas,DDA3,"Last Mile Facility","4601 Gold Spike Dr","Ft Worth",TX,76106,32.828373,-97.354489,1,rooftop,4601,"Gold Spike Dr",,,"Fort Worth",TX,"Tarrant County",76106,US,"Tarrant County"
Texas,DDA8,"Last Mile Facility","8901 Forney Rd",Dallas,TX,75227,32.779299,-96.668608,1,rooftop,8901,"Forney Rd",,,Dallas,TX,"Dallas County",75227,US,Dallas
Texas,DDA9,"Last Mile Facility","3700 San Jacinto Dr","Ft Worth",TX,76126,32.723361,-97.491996,0.5,street_center,,"San Jacinto Dr",,,"Fort Worth",TX,"Tarrant County",76116,US,"TIGER/Line® dataset from the US Census Bureau"
Texas,STX2,"Last Mile Facility","1625 Hutton Dr",Carrollton,TX,75006,32.943478,-96.909646,1,rooftop,1625,"Hutton Dr",,,Carrollton,TX,"Dallas County",75006,US,"City of Carrollton"
Texas,HDA1,"Last Mile Facility","2701 W Bethel Rd",Coppell,TX,75261,32.951904,-97.027014,0.9,rooftop,2701,"W Bethel Rd",,,Coppell,TX,"Dallas County",75019,US,Dallas
Texas,DHX1,"Last Mile Facility","3031 Sam Houston Parkway E Bldg 7",Houston,TX,77032,29.938001,-95.474402,0.9,range_interpolation,3031,"Sam Houston Pkwy",Bldg,7,Houston,TX,"Harris County",77038,US,"TIGER/Line® dataset from the US Census Bureau"
Texas,DHX3,"Last Mile Facility","12900 W Airport Rd","Sugar Land",TX,77478,29.647948,-95.611131,1,rooftop,12900,"W Airport Blvd",,,"Sugar Land",TX,"Fort Bend County",77478,US,"Greater Houston"
Texas,DHX5,"Last Mile Facility","1102 Stat Hwy 161","Grand Prairie",TX,75051,32.73101,-97.020415,1,rooftop,1102,"S Hwy 161",,,"Grand Prairie",TX,"Dallas County",75051,US,Tarrant
Texas,DDX1,"Last Mile Facility","4949 Amon Carter Blvd","Ft Worth",TX,76155,32.835434,-97.050564,1,rooftop,4949,"Amon Carter Blvd",,,"Fort Worth",TX,"Tarrant County",76155,US,"Tarrant County"
Texas,DDX6,"Last Mile Facility","16399 Gateway Path",Frisco,TX,75078,33.244312,-96.767551,0.3,street_center,,"N Coit Rd",,,Prosper,TX,"Collin County",75078,US,"TIGER/Line® dataset from the US Census Bureau"
Texas,DDX7,"Last Mile Facility","1101 South Gateway Blvd",Forney,TX,75126,32.753653,-96.432745,0.61,nearest_rooftop_match,1105,"N Gateway Blvd",,,Forney,TX,"Kaufman County",75126,US,Kaufman
Texas,DDF1,"Last Mile Facility","1303 Ridgeview Dr",Lewisville,TX,75057,33.023396,-96.981437,1,rooftop,1303,"Ridgeview Dr",,,Lewisville,TX,"Denton County",75057,US,"City of Lewisville"
Texas,DHO1,"Last Mile Facility","11720 N Gessner Rd Bldg 5",Houston,TX,77064,29.941016,-95.544346,1,rooftop,11720,"N Gessner Rd",Bldg,5,Houston,TX,"Harris County",77064,US,"City of Houston"
Texas,DHO4,"Last Mile Facility","5615 W Fuqua St",Houston,TX,77085,29.609878,-95.471869,1,rooftop,5615,"W Fuqua St",,,Houston,TX,"Harris County",77085,US,"City of Houston"
Texas,DHO5,"Last Mile Facility","875 S Lockwood Dr",Houston,TX,77023,29.741013,-95.330106,1,range_interpolation,875,"S Lockwood Dr",,,Houston,TX,"Harris County",77023,US,"TIGER/Line® dataset from the US Census Bureau"
Texas,DHO7,"Last Mile Facility","28420 West Ten Blvd",Katy,TX,77494,29.74063,-95.829571,0.33,place,,,,,Katy,TX,"Harris County",77494,US,"TIGER/Line® dataset from the US Census Bureau"
Texas,HHO2,"Last Mile Facility","6911 Fairbanks N",Houston,TX,77040,29.866599,-95.524712,0.87,range_interpolation,6911,Fairbanks,,,Houston,TX,"Harris County",77040,US,"TIGER/Line® dataset from the US Census Bureau"
Texas,DSX1,"Last Mile Facility","6422 E Campus Dr","San Antonio",TX,78247,29.599311,-98.360589,1,rooftop,6422,"E Campus",,,"San Antonio",TX,"Bexar County",78247,US,"San Antonio"
Texas,DSX3,"Last Mile Facility","1120 N Foster Rd","San Antonio",TX,78219,29.435255,-98.358172,1,rooftop,1120,"N Foster Rd",,,"San Antonio",TX,"Bexar County",78219,US,"San Antonio"
Texas,HSX1,"Last Mile Facility","3660 Thousand Oaks Dr","San Antonio",TX,78247,29.563527,-98.424954,1,rooftop,3660,"Thousand Oaks Dr",,,"San Antonio",TX,"Bexar County",78247,US,Bexar
Virginia,DDC3,"Last Mile Facility","5617 Industrial Dr Suite E",Springfield,VA,22151,38.799892,-77.168862,1,rooftop,5617,"Industrial Dr",Ste,E,Springfield,VA,"Fairfax County",22151,US,Fairfax
Virginia,DDC4,"Last Mile Facility","44301 Mercure Circle","Sterling Heights",VA,20166,38.986522,-77.475145,1,rooftop,44301,"Mercure Cir",,,Sterling,VA,"Loudoun County",20166,US,Loudoun
Virginia,DDC9,"Last Mile Facility","5533 Wellington Rd",Gainesville,VA,20155,38.797288,-77.595038,1,rooftop,5533,"Wellington Rd",,,Gainesville,VA,"Prince William County",20155,US,"Prince William"
Virginia,DRC1,"Last Mile Facility","4101 Carolina Ave",Richmond,VA,23222,37.587667,-77.411251,1,rooftop,4101,"Carolina Ave",,,Richmond,VA,"Henrico County",23222,US,Henrico
Virginia,DVA2,"Last Mile Facility","1601 Bellwood Rd",Richmond,VA,23237,37.41423,-77.418257,1,rooftop,1601,"Bellwood Rd",,,Richmond,VA,"Chesterfield County",23237,US,"Virginia Geographic Information Network (VGIN)"
Virginia,DVA5,"Last Mile Facility","11920 Balls Ford Rd Bldg 1",Manassas,VA,20109,38.794122,-77.549887,1,rooftop,11920,"Balls Ford Rd",Bldg,1,Manassas,VA,"Prince William County",20109,US,"Prince William"
Virginia,HRC1,"Last Mile Facility","4949 Commerce Rd",Richmond,VA,23234,37.458453,-77.42745,1,rooftop,4949,"Commerce Rd",,,Richmond,VA,"Richmond city",23234,US,"City of Richmond"
Virginia,SDC1/HDC1,"Last Mile Facility","6885 Commercial Dr",Springfield,VA,22151,38.801033,-77.181531,1,rooftop,6885,"Commercial Dr",,,Springfield,VA,"Fairfax County",22151,US,"Virginia Geographic Information Network (VGIN)"
Virginia,DOR1,"Last Mile Facility","1920 Campostella Rd",Chesapeake,VA,23324,36.788087,-76.265357,1,rooftop,1920,"Campostella Rd",,,Chesapeake,VA,"Chesapeake city",23324,US,"City of Chesapeake"
Virginia,DOR2,"Last Mile Facility","1400 Sewells Point Rd",Norfolk,VA,23502,36.866583,-76.228182,1,rooftop,1400,"Sewells Point Rd",,,Norfolk,VA,"Norfolk city",23502,US,"City of Norfolk"
Virginia,HVB1,"Last Mile Facility","7421 Central Business Park Dr",Norfolk,VA,23320,36.909905,-76.248552,0.9,rooftop,7421,"Central Business Park Dr",,,Norfolk,VA,"Norfolk city",23513,US,"City of Norfolk"
